Quarter,MarketCap,EnterpriseValue,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,NormalizedIncomeYoY,DilutedNIAvailtoComStockholdersYoY,NetIncomeCommonStockholdersYoY,PretaxIncomeYoY,TotalOperatingIncomeAsReportedYoY,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,NormalizedEBITDAYoY,EBITDAYoY,EBITDAQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,OperatingExpenseYoY,OperatingExpenseQoQ,ReconciledCostOfRevenueYoY,CostOfRevenueYoY,CostOfRevenueQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalExpensesYoY,TotalExpensesQoQ,TotalRevenueYoY,TotalRevenueQoQ,MarketCapYoY,MarketCapQoQ,EnterpriseValueYoY,EnterpriseValueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2GrossIncome,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,Ticker,PeRatio,ForwardPeRatio,InterestIncome,TreasurySharesNumber,IncomeTaxPaidSupplementalData,InterestIncomeYoY,AverageDilutionEarnings,RentExpenseSupplemental,PegRatio,RepurchaseOfCapitalStock,PreferredStockEquity,PreferredSharesNumber,EarningsFromEquityInterestNetOfTax,OtherCashAdjustmentInsideChangeinCash
06/20/2022,65515443888.0,58599164888.0,9.581,13.632,8.86,58.113,6613761000.0,1263941000.0,5349820000.0,4477505000.0,872315000.0,-7026000.0,-7680000.0,857609000.0,56224000.0,801385000.0,801385000.0,,,,,871131000.0,5741446000.0,801385000.0,802491378.128,21452000.0,-7026000.0,879061000.0,1008360000.0,1263941000.0,129299000.0,801385000.0,-1184000.0,-1184000.0,1009544000.0,0.066,-77621.872,,,,,,,,,,,,,,,2785310000.0,-376639000.0,2179152000.0,13073404000.0,9542000.0,-23575000.0,,0.0,0.0,2761735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.88922475426614,13.189394052793865,12.967039480259418,0.09129515770787959,0.014886133644860758,0.014635174437027209,0.047129255259498605,0.047531564747100664,0.11286442413711553,ABNB,75.163,54.945,14426000.0,,25690000.0,,,,,,,,,
03/31/2022,110892034720.0,104988057720.0,17.655,22.889,69.577,3901.4509999999996,1508937000.0,362623000.0,1146314000.0,1151128000.0,-4814000.0,-1020000.0,-2252000.0,-8086000.0,10706000.0,-18792000.0,-18792000.0,-0.03,-0.03,635314000.0,635314000.0,-5131000.0,1513751000.0,-18792000.0,-18601800.0,5764000.0,-1020000.0,-2322000.0,,362623000.0,29232000.0,-18792000.0,-317000.0,-317000.0,27227000.0,0.4,-126800.0,17068442000.0,12331026000.0,4737416000.0,6720994000.0,4737416000.0,422432000.0,4038879000.0,5987665000.0,6720994000.0,4038879000.0,2406010000.0,,645622000.0,636422000.0,1201992000.0,-196970000.0,2203519000.0,12939228000.0,2600000.0,-5959000.0,,0.0,0.0,1196033000.0,-98.2941392277237,-98.39687564781427,-98.39687564781427,-99.30645971959908,-98.85198402488003,-98.56282634201389,-106.30624729816472,-99.68789945039657,-103.10677013647312,145.76256210675993,217.76344280283,-104.58554593882683,,,143.1370962521846,215.6085482697867,18.993905212407896,-0.8116855140847254,42.4760819598059,42.4760819598059,22.79359725848343,81.25805436568362,-7.322507751326921,52.48487993927582,33.0198784059978,23.885116527634445,3.9764839864300043,70.12918632235021,-1.518017277162974,-4.4094179558605076,3.6305210391780105,-6.215304100026053,3.418767117339141,75.96831411781938,-0.31903253747505694,-0.5358739297929602,0.010918518019041604,-4.5852834165565704e-05,-7.70182835610229e-05,0.01139208616650271,0.011448845002978115,0.014372463237907399,ABNB,,102.041,4744000.0,9200000.0,14706000.0,55.43905635648755,,,,,,,,
12/31/2021,107007118760.0,101517413760.0,19.585,23.708000000000002,66.256,961.485,1532196000.0,295311000.0,1236885000.0,1160548000.0,76337000.0,1259000.0,-5375000.0,72221000.0,17720000.0,54501000.0,54501000.0,0.09,0.08,629482000.0,680896000.0,75567000.0,1455859000.0,54501000.0,55082074.341000006,2519000.0,1259000.0,74740000.0,,295311000.0,30844000.0,54501000.0,-770000.0,-770000.0,106354000.0,0.245,-188925.65899999999,13708474000.0,8932761000.0,4775713000.0,6758250000.0,4775713000.0,435962000.0,4070803000.0,6027098000.0,6758250000.0,4070803000.0,2418499000.0,,642724000.0,633524000.0,380849000.0,-329436000.0,-146487000.0,9727289000.0,2175000.0,-4458000.0,,0.0,0.0,376391000.0,-101.42189777343127,-101.40182841369179,-101.40182841369179,-101.8089158126909,-102.43750362882156,-102.47382035223349,-91.03508129107419,-101.90257415177115,-91.27996854535081,-356.06223467943835,-27.291605495371584,-102.73999636226672,,,-373.77542951621024,-27.204698974345256,-68.93035144864778,8.023873172838494,40.79390885209324,40.79390885209324,-5.221451954554208,90.43150525698327,-35.77465973501599,26.851451934547793,-1.4780287440224658,-63.0966388833827,5.046091993500365,78.31492998659317,-31.519885297072715,19.81178847085,0.4752694687760409,16.590782409842326,0.0006417757871311543,80.72629089228793,4.982195489349926,4.713561450362747,0.012183968781199967,0.0007519596606398024,0.0007114148925300597,0.0037076496145758394,0.0037515632628346424,0.015092937686752985,ABNB,,128.205,3778000.0,9200000.0,2992000.0,14.937633100091269,,,,,,,,
09/30/2021,106500952250.0,101516762250.0,23.473000000000003,30.932,45.372,113.962,2237432000.0,311580000.0,1925852000.0,1074344000.0,851508000.0,-3687000.0,2637000.0,850458000.0,16565000.0,833893000.0,833893000.0,1.34,1.22,621012000.0,681916000.0,851973000.0,1385924000.0,833893000.0,833437057.1489999,6649000.0,-3687000.0,857107000.0,,311580000.0,33687000.0,833893000.0,465000.0,465000.0,890329000.0,0.019,9057.149,13582003000.0,9133069000.0,4448934000.0,6430430000.0,4448934000.0,449502000.0,3737314000.0,5661603000.0,6430430000.0,3737314000.0,2430998000.0,,625679000.0,625679000.0,523178000.0,-175749000.0,-2323426000.0,9873218000.0,2670000.0,-5506000.0,,0.0,0.0,517672000.0,253.80693805388108,280.2036219725708,280.2036219725708,176.97523546500267,103.46255525544674,92.88233495294078,-1778.973105134474,133.59569823312503,-1798.4523620798984,57.81047086582488,-33.940664610468744,112.3445866176944,,,55.8608156820687,-33.883652070835424,59.506845166070065,-1.5704292775438964,37.063675354668426,37.063675354668426,5.825892326451039,72.72122302480884,85.04125315031482,95.6590530493245,-17.395981934106157,53.843523898115805,0.0008658558407748832,66.68258425082934,67.57330009976063,,10.703861043933248,,10.235049672481223,86.0742136520797,38.05738006786352,38.01045126734578,0.018970778394776868,0.008387856164118355,0.008377513044649924,0.0050993746109155485,0.005153611959290004,0.022040025217608828,ABNB,,555.556,2962000.0,,2555000.0,-31.514450867052023,,,,,,,,
06/30/2021,96203466840.0,92091183840.0,27.613000000000003,30.004,68.972,-6169.024,1335196000.0,294427000.0,1040769000.0,1091485000.0,-50716000.0,-3578000.0,-2690000.0,-56984000.0,11233000.0,-68217000.0,-68217000.0,-0.11,-0.11,611739000.0,611739000.0,-51278000.0,1385912000.0,-68217000.0,-67806740.0,6520000.0,-3578000.0,-50464000.0,,294427000.0,35536000.0,-68217000.0,-562000.0,-562000.0,-14366000.0,0.27,-151740.0,15484810000.0,12091609000.0,3393201000.0,5373656000.0,3393201000.0,463294000.0,2674994000.0,4599632000.0,5373656000.0,2674994000.0,2443749000.0,,619006000.0,619006000.0,791299000.0,325516000.0,2333538000.0,11952467000.0,2097000.0,-7652000.0,,0.0,0.0,783647000.0,-85.65689265788637,-88.14829357109599,-88.14829357109599,-91.08786702492031,-91.20770213386145,-89.18575443414774,-84.85922325749411,-91.44977948414709,-93.21712225013474,-398.3639700283269,61.024900238769405,-96.77919818490801,,,-408.5443457510275,60.06274677972684,69.86771457474127,12.828514840022162,82.64928845271034,82.64928845271034,15.681590476003379,499.6042079550168,64.56901336293387,103.51674154366661,40.85620065379141,72.43116001532819,13.422795173741855,298.8350349788215,50.5402870105622,,-17.071181774960284,,-17.73594198173538,77.94878055356666,-3.798393644079221,-4.267837830550721,0.011301505275556461,-0.0005507150400858611,-0.0006187780157002269,0.008509468195799447,0.008592559754414815,0.014498629991767516,ABNB,,,2942000.0,,5437000.0,-49.76092896174863,,,,,,,,
03/31/2021,116007280580.0,111945831580.0,15.82,39.978,126.21600000000001,-158.622,886936000.0,254515000.0,632421000.0,967384000.0,-334963000.0,-418859000.0,-412080000.0,-1165902000.0,6309000.0,-1172211000.0,-1172211000.0,-1.95,-1.95,600960000.0,600960000.0,-446945000.0,1221899000.0,-1172211000.0,-1090464140.0,421911000.0,-418859000.0,-743991000.0,,254515000.0,38252000.0,-1172211000.0,-111982000.0,-111982000.0,-593757000.0,0.27,-30235140.0,12339077000.0,9179654000.0,3159423000.0,5138821000.0,3159423000.0,477626000.0,2436081000.0,4353449000.0,5138821000.0,2436081000.0,2457024000.0,,617257000.0,617257000.0,494368000.0,-1172286000.0,1567534000.0,8485581000.0,42950000.0,-7706000.0,,1979166000.0,-2207883000.0,486662000.0,220.15505937963331,244.15554674769893,244.15554674769893,226.50088213055534,37.31493230185966,2.9106974429243384,-89.14499801347723,128.5763881421492,-81.06103765386183,-183.1194694422004,-431.080603026015,103.60850019031813,,,-186.75710299563028,-455.37919631945937,8.750184082459949,-74.10164776105658,-8.372694152038363,-8.372694152038363,21.343809446619023,12.119852922926366,-2.6321097061354823,104.98785738460168,10.658609028498281,4.675671346050223,-69.02709668653793,5.358088925317463,3.220430507969611,,29.88892629753771,,28.56761818508166,71.30401742628555,-37.766310083252904,-131.45277675052088,0.005649348359595257,-0.0029921882331154503,-0.010414876405351546,0.004347298984975748,0.004416135849120109,0.007922903313877907,ABNB,,,3052000.0,,6307000.0,-79.86674582756118,,,,,,,,
12/31/2020,89312679600.0,87071560600.0,21.123,273.834,101.333,-22.349,859264000.0,209747000.0,649517000.0,3735311000.0,-3085794000.0,-60853000.0,-845855000.0,-3992502000.0,-104651000.0,-3887851000.0,-3887851000.0,-11.24,-11.24,345755000.0,345755000.0,-3100180000.0,3945058000.0,-3887851000.0,-3873842084.166,64140000.0,-60853000.0,-3928362000.0,,209747000.0,32438000.0,-3887851000.0,-14386000.0,-14386000.0,-3881538000.0,0.026000000000000002,-377084.166,10491499000.0,7589716000.0,2901783000.0,4717345000.0,2901783000.0,487491000.0,2170096000.0,3776607000.0,4744100000.0,2170096000.0,2329808000.0,,599197000.0,599197000.0,-139110000.0,895694000.0,1766607000.0,7668252000.0,52222000.0,-7882000.0,3650870000.0,0.0,-2500000.0,-146992000.0,,,,,,,-798.9895008664334,,-1170.6346632363002,,-144.8099892084357,,,,,-141.44248815801234,,454.5781177389349,,,-7.732541515451446,,-41.74766772555484,,51.96290863461018,,337.9184029589306,,-35.987174549347365,,,,,75.58992346938776,-359.1205962311932,-464.642065767913,0.0074595768758967205,-0.035439746097763174,-0.04585311176793126,-0.0016881746346004967,-0.0015976513920436153,0.009868480524282689,ABNB,,,3287000.0,,4650000.0,,,,,,,,,
09/30/2020,,,,,,,1342331000.0,227325000.0,1115006000.0,673541000.0,441465000.0,-55542000.0,-78871000.0,307052000.0,87724000.0,219328000.0,219328000.0,0.368,0.368,596399007.0,596399007.0,418737000.0,900866000.0,219328000.0,235562666.38900003,59867000.0,-55542000.0,366919000.0,,227325000.0,29638000.0,219328000.0,-22728000.0,-22728000.0,419285000.0,0.28600000000000003,-6493333.6110000005,8728479000.0,8407255000.0,321224000.0,2132526000.0,321224000.0,442790000.0,-407109000.0,1294158000.0,2132526000.0,-407109000.0,2254092000.0,,596399007.0,596399007.0,335670000.0,-237293000.0,-1029981000.0,5046134000.0,51074000.0,-7636000.0,,0.0,-2500000.0,328034000.0,,,,,,,-194.13421639579167,,-162.16784958497612,,-224.8949163899973,,,,,-230.88488742971668,,4.823126604933468,,,41.02222111936873,,542.373369590266,,-14.078595734863056,,12.083140486819252,,300.96632354961855,,,,,83.06490723971956,32.887938965873545,22.874536906321914,,,,,,,ABNB,,,4325000.0,,5108000.0,,,,,,,,,
06/30/2020,,,,,,,334774000.0,161198000.0,173576000.0,642550000.0,-468974000.0,-43335000.0,-127089000.0,-639398000.0,-63810000.0,-575588000.0,-575588000.0,-1.084,-1.084,530945000.0,530945000.0,-583215000.0,803748000.0,-575588000.0,-472747908.683,49191000.0,-43335000.0,-590207000.0,,161198000.0,29928000.0,-575588000.0,-114241000.0,-114241000.0,-446038000.0,0.1,-11400908.683,,,,,,,,,,,,,,,-256462000.0,-581070000.0,2543390000.0,5872965000.0,24234000.0,-6186000.0,,1928880000.0,0.0,-262648000.0,,,,,,,44.0829029552458,,81.32932295715062,,-55.141016947994615,,,,,-54.993243598968114,,-27.766604799971223,,,-41.967512924268824,,-69.22727804587471,,41.8743762913532,,-31.1458136122174,,-60.23258852737489,,,,,51.848709875916285,-140.08674508773083,-190.99392425935108,,,,,,,ABNB,,,5856000.0,,2424000.0,,,,,,,,,
03/31/2020,,,,,,,841830000.0,277772000.0,564058000.0,889547000.0,-325489000.0,15159000.0,-46760000.0,-357090000.0,-16485000.0,-340605000.0,-340605000.0,-0.642,-0.642,530945000.0,530945000.0,-325489000.0,1167319000.0,-340605000.0,-340605000.0,,15159000.0,-325489000.0,,277772000.0,33872000.0,-340605000.0,0.0,0.0,-291617000.0,0.046,0.0,,,,,,,,,,,,,,,-569830000.0,2259000.0,-339202000.0,4139553000.0,2268000.0,-15667000.0,,0.0,0.0,-585497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.00378936364825,-38.66445719444543,-42.418302982787495,,,,,,,ABNB,,,15159000.0,,2921000.0,,,,,,,,,
12/31/2019,,,,,,,1106796000.0,293618000.0,813178000.0,1141117000.0,-327939000.0,14074000.0,-28224000.0,-342089000.0,9449000.0,-351538000.0,-351538000.0,,,,,-327939000.0,1434735000.0,-351538000.0,-351538000.0,3167000.0,14074000.0,-338922000.0,,293618000.0,37830000.0,-351538000.0,0.0,0.0,-301092000.0,0.27,0.0,8310119000.0,9117804000.0,-807685000.0,-807685000.0,-807685000.0,419396000.0,-1562685000.0,1327679000.0,-807685000.0,-1562685000.0,419396000.0,,596399007.0,596399007.0,-196374000.0,-297066000.0,170381000.0,5143443000.0,2218000.0,-26174000.0,0.0,0.0,0.0,-222548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.47135334786175,-29.62957943469257,-30.90804448154854,,,,,,,ABNB,,,17241000.0,,13078000.0,,,,,,,,,
06/20/2022,1587386781.0,1915644781.0,2.01,3.964,2.431,45.18899999999999,788002000.0,462713000.0,325289000.0,344216000.0,-18927000.0,-1417000.0,-2065000.0,-22409000.0,-441000.0,-20126000.0,-20512000.0,,,,,-20767000.0,806929000.0,-20126000.0,-18322210.450999998,1417000.0,-1417000.0,-20992000.0,42392000.0,461449000.0,63384000.0,-20126000.0,-1840000.0,-1840000.0,44232000.0,0.02,-36210.451,,,,,,,,,,,,,,,56420000.0,-145713000.0,-6455000.0,279251000.0,,-106314000.0,,0.0,-2839000.0,-49894000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.28022517709346,-2.401897457113053,-2.8437745081865273,0.16980653366757978,-0.009880224239756902,-0.011697888993961663,-0.02604553855436312,0.029452224420514837,0.4113507931197188,SHAK,101.44,416.667,,,,,,61593000.0,,,,,,
03/31/2022,2662921891.0,2966703891.0,3.5869999999999997,6.502000000000001,14.585999999999999,1511.3110000000001,203391000.0,120349000.0,83042000.0,97400000.0,-14358000.0,-355000.0,-866000.0,-15579000.0,-4297000.0,-10162000.0,-11282000.0,-0.26,-0.26,39163000.0,39163000.0,-14935000.0,217749000.0,-10162000.0,-9744252.0,355000.0,-355000.0,-15224000.0,,120017000.0,17187000.0,-10162000.0,-577000.0,-577000.0,2540000.0,0.276,-159252.0,1449728000.0,1024469000.0,425259000.0,644219000.0,400415000.0,443381000.0,400415000.0,260656000.0,644219000.0,400415000.0,687185000.0,,39218290.0,39218290.0,7969000.0,-28051000.0,-3073000.0,279251000.0,,-27974000.0,,0.0,-747000.0,-20005000.0,-717.3617085981107,-961.8792971734148,-876.3177998472116,48.30080913850547,49.037022253268134,48.75673435557397,134.49289563939246,52.392392392392395,132.25019069412662,51.507119054831875,11.256326122017684,-42.50792213671345,,,-19.91759622148528,-45.64861546855818,31.760504315359434,7.391726206227397,32.324501923946244,32.23421087329144,1.4037393729514758,29.20802862922048,-1.810270417272652,-25.532868087648236,-7.656924796465679,32.02189966895849,3.9975355694697177,30.981697814299146,0.06641870350690755,-39.611795780209846,-5.7211045083331635,-35.658747750684974,-4.000087412324721,40.82874856802906,-7.059309408970899,-7.659630957121996,0.02799133417120664,-0.004839714554444557,-0.005251282423993019,-0.00674317381680341,0.0026861460707876222,0.06855790381271995,SHAK,,,,,,,-1120000.0,16276000.0,,,,,,
12/31/2021,2824515367.0,3090319367.0,4.388,6.776,15.204,329.986,203256000.0,118683000.0,84573000.0,90696000.0,-6123000.0,-353000.0,-432000.0,-6908000.0,3441000.0,-9730000.0,-9730000.0,-0.25,-0.25,39141000.0,39141000.0,-6493000.0,209379000.0,-9730000.0,-9459900.0,353000.0,-353000.0,-6555000.0,,118373000.0,15920000.0,-9730000.0,-370000.0,-370000.0,9735000.0,0.27,-99900.0,1457570000.0,1021970000.0,435600000.0,653079000.0,409537000.0,442646000.0,409537000.0,288179000.0,653079000.0,409537000.0,686188000.0,,39142397.0,39142397.0,14662000.0,-32721000.0,-956000.0,302406000.0,,-32643000.0,0.0,0.0,-712000.0,-17981000.0,-33.15640083689636,-49.91764463660696,-49.91764463660696,-48.65849126718692,-46.84839554682384,22.730006013229104,190.05210800568452,-50.85101597060808,149.42922374429224,36.38501213592233,3.2915900735294117,42.82570422535211,,,65.63488477180299,117.69858945805494,28.75456055422268,13.550261039400047,29.087241003271536,28.921983966629732,2.1957583115910206,29.21377498013812,8.758776780432601,105.89625050213449,-5.9159171304924065,28.8494083040511,6.822750323969674,29.0432353501365,4.827870754789964,-13.95216064592657,-8.022477462223385,-10.864028995933383,-6.368731774004496,41.609103790294014,-3.0124571968355176,-3.3986696579682762,0.027367074388205133,-0.001981348615740012,-0.0022353676690400133,-0.005818492480748188,0.004744493451572768,0.06577184292680906,SHAK,,312.5,,,,,,15801000.0,,,,,,
09/30/2021,3070875676.0,3300520676.0,5.08,7.3629999999999995,17.022000000000002,256.59,193895000.0,116133000.0,77762000.0,79873000.0,-2111000.0,-350000.0,-517000.0,-2978000.0,-576000.0,-2178000.0,-2178000.0,-0.06,-0.06,39137000.0,39137000.0,-2646000.0,196006000.0,-2178000.0,-1746255.0,350000.0,-350000.0,-2628000.0,,115825000.0,15491000.0,-2178000.0,-535000.0,-535000.0,13398000.0,0.193,-103255.0,1440302000.0,997023000.0,443279000.0,660142000.0,416862000.0,424027000.0,416862000.0,300921000.0,660142000.0,416862000.0,667307000.0,,39139379.0,39139379.0,6735000.0,-24200000.0,-1217000.0,321421000.0,,-24143000.0,0.0,0.0,-710000.0,-17408000.0,-66.43901960897367,-60.820291419320014,-60.820291419320014,-56.88432025481396,-61.07678729037952,-66.99499687304565,-157.5989085948158,-61.14725014784151,-176.95461200585652,-1627.0175438596493,-416.50909090909096,107.01483312731767,,,-35.887672536887194,-75.10534486582391,30.947931011869628,4.755596941519011,53.73027354896938,53.20774132267384,7.982482240487967,42.42124542124542,-2.6904595054560017,83.79202095115019,-5.493041813803465,43.282381923580196,6.64381512010664,48.69134439153074,3.4327323162274617,24.412529341397466,-26.67719066913628,24.422214300466603,-25.133930334868133,40.10521158358905,-1.0887335929240052,-1.535882823177493,0.023560525030324034,-0.0006395960538439602,-0.0009022818798424034,-0.005274319329851094,0.002040587125835657,0.05874679150169335,SHAK,,161.29,,,,,,14640000.0,,,,,,
06/30/2021,4188158779.0,4408566779.0,7.845,10.118,23.517,242.21599999999998,187460000.0,107548000.0,79912000.0,76247000.0,3665000.0,-359000.0,-250000.0,3056000.0,991000.0,1944000.0,2065000.0,0.05,0.05,39114000.0,43789000.0,3307000.0,183795000.0,1944000.0,2186008.0,359000.0,-359000.0,3415000.0,,107234000.0,14786000.0,1944000.0,-358000.0,-358000.0,18559000.0,0.324,-115992.0,1432267000.0,988735000.0,443532000.0,660092000.0,417073000.0,406834000.0,417073000.0,313670000.0,660092000.0,417073000.0,649853000.0,,39134356.0,39134356.0,27054000.0,-60741000.0,-1209000.0,340103000.0,,-21554000.0,,0.0,-670000.0,5500000.0,-113.75989956946653,-112.73826414163221,-111.99185738079083,-112.66840774364715,-113.736240913811,-115.50272831098516,-137.9714048901782,-114.42084371437018,-134.18418418418418,-169.01744259003638,-141.6540442290215,-272.00185356811863,,,157.43648301455895,171.87217365088935,39.987515376282886,3.1452071101972354,76.97715870081859,76.42388451443568,18.1690326550345,159.23571011483813,24.33794927648981,95.4794693764944,-9.305624814999506,59.230509326240835,11.43548328422278,104.23594012158716,20.72229878543553,106.74386000172656,-5.023354794615346,88.19289284923059,-4.387927610133961,42.62882748319641,1.955083751200256,1.6302144457484262,0.01812652592236031,0.000831335938350317,0.0006931958056203462,0.001247570985246042,0.006136688260881168,0.042521755798949644,SHAK,,,,,,,121000.0,14876000.0,,,,,,
03/31/2021,4409672262.0,4610889262.0,8.008,10.825999999999999,29.694000000000003,1138.772,155282000.0,91012000.0,64270000.0,73922000.0,-9652000.0,-515000.0,-338000.0,-10505000.0,-11080000.0,1309000.0,1309000.0,0.03,0.01,38948000.0,42789000.0,-10021000.0,164934000.0,1309000.0,1578370.0,515000.0,-515000.0,-9990000.0,,90699000.0,14039000.0,1309000.0,-369000.0,-369000.0,4418000.0,0.27,-99630.0,1407589000.0,967639000.0,439950000.0,656808000.0,413933000.0,393446000.0,413933000.0,316541000.0,656808000.0,413933000.0,636321000.0,,39103239.0,39103239.0,9951000.0,-27228000.0,245403000.0,374999000.0,,-23155000.0,,243750000.0,-602000.0,-13204000.0,149.69072817300238,-236.35416666666669,-236.35416666666669,958.9717741935484,1173.3163913595934,-841.8908531898539,93.46562437362196,1035.2272727272727,-25.095598710354654,13.096359743040686,0.15169902912621358,-66.85422762397779,,,32.96365579903795,12.415273384545864,22.10641074348767,4.941724279893812,11.87738990995436,11.904586253534982,-1.1362401963979232,3.9294954721862876,-1.8059035629163358,327.0767373528005,155.32194480946123,16.257956283613755,1.4984707598200604,8.459872878396311,-1.4145133642308425,238.44714646344846,34.33907099174568,193.73621083684,32.994698201557796,41.389214461431465,-6.215788050128154,-6.765111217011631,0.013938742907940173,-0.002093305532090222,-0.0022783023844392646,-0.002863655848085297,0.0021581520254693115,0.03367723473207976,SHAK,,,,,,,,13911000.0,,,,,,
12/31/2020,3282494236.0,3466972236.0,5.934,7.859,22.011,-8435.456,157510000.0,92058000.0,65452000.0,70441000.0,-4989000.0,-118000.0,-8348000.0,-13455000.0,6859000.0,-19428000.0,-19428000.0,,,,,-12216000.0,162499000.0,-19428000.0,-14152290.0,118000.0,-118000.0,-13337000.0,,91700000.0,12926000.0,-19428000.0,-7227000.0,-7227000.0,6816000.0,0.27,-1951290.0,1145348000.0,710855000.0,434493000.0,407321000.0,407321000.0,384977000.0,407321000.0,93481000.0,407321000.0,407321000.0,384977000.0,,38717790.0,38717790.0,8852000.0,-42081000.0,5219000.0,146873000.0,,-22036000.0,0.0,0.0,-536000.0,-13184000.0,661.4202628761427,828.2369804108935,828.2369804108935,-1089.3382352941176,-2603.27868852459,-716.6872682323857,-21.998123827392117,-993.9008042895443,97.17622708456534,50.00568892934349,-1256.4912280701756,-48.24994305671551,,,-47.353395979540856,-15.735364112327463,7.4139587367907405,15.484621942422455,8.08326064920676,8.243677025644644,21.44694661020303,-1.4098933542206422,19.875457875457876,295.89476805304724,-16.01642240812429,7.8824372950221075,18.788423722742458,4.011622148116353,20.788951004976955,60.103029370219474,32.98597974544576,49.625123529108954,30.69706415054128,41.55418703574376,-3.167417941717986,-8.542314773665165,0.018878720550561685,-0.0014390077740443722,-0.0038809079173716234,-0.0038027417304070965,0.0025532364834317065,0.0454315723571315,SHAK,,384.615,,,,,,13618000.0,,,,,,
09/30/2020,2468300976.0,2652677976.0,4.128,5.855,20.342,437.014,130401000.0,75801000.0,54600000.0,60996000.0,-6396000.0,-143000.0,-368000.0,-6907000.0,-797000.0,-5559000.0,-5559000.0,-0.15,-0.15,38251000.0,38251000.0,-6798000.0,136797000.0,-5559000.0,-5203230.0,143000.0,-143000.0,-6764000.0,,75343000.0,12834000.0,-5559000.0,-402000.0,-402000.0,6472000.0,0.115,-46230.0,1137202000.0,690440000.0,446762000.0,417692000.0,417692000.0,376240000.0,417692000.0,100244000.0,417692000.0,417692000.0,376240000.0,,38280102.0,38280102.0,10505000.0,-9411000.0,-195000.0,174883000.0,,-9365000.0,0.0,0.0,-520000.0,1140000.0,-149.24880669443712,-153.74129930394432,-153.74129930394432,-183.4279502355357,-183.26800587947085,-175.54033305775363,-72.94530688211158,-180.40893961008084,-71.43701701786243,-90.69083782459579,-114.30543355502572,-66.45936981757878,,,-71.72426787252368,-0.038062612998382345,-3.9962225544975207,11.987074742504635,-12.036939745251187,-11.612639925373134,24.34547244094488,-24.1687730896364,77.12320768182704,292.9513537804741,0.5167141806143093,-8.371345323018184,18.51386590659031,-17.343213194558892,42.070686161288215,-25.185706791280587,21.8449677655521,-25.386268078727266,13.237513941916376,41.87084454873812,-4.904870361423608,-5.29673852194385,0.02058297331752718,-0.0024111483029103267,-0.002603783822420517,0.00042975438794836963,0.003960148987190898,0.04915824731829417,SHAK,,10000.0,,,,,,13093000.0,,,,,,
